gene,donor_3_jejunum
gene_4128438,1
S-Fe10_GL0041407,1
NZ_KB822435.1_cds_WP_004045399.1_1322,1
55_GL0100996,1
DSM22607_12_GL0132089,1
gene_2236628,1
OB-1_5_GL0048870,1
gene_4443867,1
NZ_NHMT01000001.1_cds_WP_065533344.1_1309,1
Food_8_GL0179726,1
OB-1_2_GL0259653,1
Food_10_GL0075121,1
gene_4071588,1
Group2-3A_GL0048151,1
39_GL0139450,1
8-3_GL0039941,1
5-3_GL0106012,1
S-Fe18_GL0069700,1
6-5_GL0133021,1
gene_3639869,1
4-7_GL0123284,1
MC-6-1_GL0062774,1
NZ_RAYO01000032.1_cds_WP_120396255.1_1221,1
MC-6-5_GL0094994,1
NZ_KB822413.1_cds_WP_004039846.1_223,1
gene_2357055,1
gene_353100,1
gene_2798123,1
gene_4025908,1
gene_4474850,1
NZ_KB822435.1_cds_WP_034976070.1_1418,1
gene_4207436,1
MH-0-5_GL0126343,1
MC-6-1_GL0103743,1
S-Fe1_GL0151762,1
HF-S_7_GL0043974,1
NZ_RAYX01000010.1_cds_WP_120376580.1_53,1
gene_2124934,1
gene_3575514,1
MH-0-5_GL0009420,1
gene_4331201,1
gene_1914947,1
gene_4414674,1
NZ_OFSM01000068.1_cds_WP_103242662.1_4872,1
gene_4225674,1
gene_1768737,1
gene_4249760,1
gene_3767797,1
gene_3326742,1
11_GL0142195,1
gene_3957486,1
gene_269685,1
NZ_AUGK01000016.1_cds_WP_028027403.1_2155,1
Chow_8_GL0193483,1
4-2_GL0063733,1
25_GL0039265,1
gene_171726,1
Food_10_GL0136524,1
gene_4615775,1
NZ_RAYQ01000001.1_cds_WP_120466068.1_1584,1
gene_4227025,1
gene_3501776,1
G1-1A_GL0052423,1
2_GL0067030,1
S-Fe18_GL0079209,1
10_GL0086448,1
AF73-05_2_GL0240163,1
Chow_1_GL0001736,1
Food_9_GL0180911,1
7-4_GL0068969,1
6-7_GL0110890,1
gene_2931646,1
NZ_NHMT01000001.1_cds_WP_065533653.1_759,1
gene_4520094,1
HF-S_3_GL0021093,1
gene_2866081,1
gene_3417728,1
S-Fe10_GL0025879,1
NZ_RAYH01000006.1_cds_WP_120363043.1_1101,1
gene_2893689,1
HF-F_14_GL0114961,1
ERR1211992_Scaf15_1439,1
2-3_GL0056570,1
Group2-5A_GL0002398,1
gene_3300715,1
gene_4474164,1
gene_2603628,1
MC-0-1_GL0078956,1
gene_3673198,1
11_GL0093834,1
OB-1_5_GL0368444,1
gene_1911117,1
4-1_GL0021510,1
2-1_GL0102865,1
NZ_RAYH01000006.1_cds_WP_002515080.1_1105,1
gene_1320683,1
gene_3361129,1
DSM22607_11_GL0326962,1
42_GL0031401,1
S-Fe19_GL0054854,1
gene_2756340,1
14_GL0105035,1
gene_3297178,1
HF-S_9_GL0068911,1
gene_3816767,1
S-Fe20_GL0129916,1
gene_3525650,1
NZ_KB822413.1_cds_WP_004039775.1_191,1
8-1_GL0043018,1
NZ_NHMT01000001.1_cds_WP_065533590.1_862,1
Food_10_GL0102769,1
gene_1880473,1
DSM22607_12_GL0079487,1
gene_3073896,1
gene_325675,1
MH-0-4_GL0036642,1
8-3_GL0018031,1
NZ_KB822452.1_cds_WP_004075093.1_2769,1
gene_1757425,1
MH-0-3_GL0022322,1
6-2_GL0062876,1
gene_2828855,1
26_GL0016427,1
HF-F_14_GL0015172,1
gene_1951192,1
gene_1640166,1
gene_282852,1
gene_950985,1
gene_3386608,1
S-Fe4_GL0059430,1
gene_2932004,1
gene_3089072,1
2-7_GL0021768,1
DSM22607_4_GL0067670,1
HF-F_13_GL0290522,1
AF73-05_10_GL0115525,1
gene_3849464,1
2-6_GL0029787,1
NZ_KB822434.1_cds_WP_004044981.1_1166,1
NZ_RAYB01000027.1_cds_WP_121707352.1_1352,1
AF73-05_13_GL0029600,1
gene_1826723,1
2-1_GL0005938,1
gene_3125281,1
ERR1211992_Scaf13_1218,1
NZ_KB822435.1_cds_WP_004045691.1_1552,1
gene_4499447,1
1A-dyr4-07_GL0090134,1
ERR1211992_Scaf18_1626,1
gene_2076479,1
HF-F_1_GL0162197,1
gene_4469281,1
gene_3118355,1
Food_10_GL0193833,1
OB-1_5_GL0397254,1
2A-dyr14-06_GL0014054,1
gene_4433241,1
gene_3442867,1
NZ_NHMT01000001.1_cds_WP_084405199.1_1601,1
23_GL0016219,1
NZ_NHMT01000001.1_cds_WP_029507416.1_874,1
11_GL0102410,1
gene_4247119,1
12_GL0046830,1
NZ_RAYY01000112.1_cds_WP_120425507.1_153,1
NZ_RAYU01000267.1_cds_WP_021399637.1_2751,1
gene_1437733,1
17_GL0102513,1
gene_1851505,1
47_GL0050528,1
S-Fe2_GL0036710,1
8-8_GL0037763,1
gene_2345270,1
3-1_GL0018030,1
NZ_RAZF01000001.1_cds_972,1
gene_109179,1
gene_2460466,1
S-Fe18_GL0018872,1
gene_3321065,1
S-Fe9_GL0238486,1
17_GL0074189,1
12_GL0137633,1
gene_3673621,1
DSM22607_6_GL0100133,1
gene_2589823,1
gene_4063760,1
12_GL0085811,1
NZ_QWMU01000070.1_cds_1772,1
gene_3796811,1
gene_1669326,1
NZ_QWMU01000052.1_cds_WP_004050289.1_1519,1
NZ_AUGK01000016.1_cds_WP_028027427.1_2184,1
10_GL0061910,1
gene_1178061,1
OB-1_10_GL0062510,1
G1-2A_GL0079245,1
11_GL0094857,1
Food_10_GL0018293,1
gene_322728,1
S-Fe8_GL0044734,1
S-Fe3_GL0152227,1
NZ_QIBY01000003.1_cds_WP_123185129.1_697,1
AF73-05_10_GL0189368,1
gene_2703076,1
gene_2602842,1
gene_3472383,1
Food_10_GL0185171,1
8-5_GL0107822,1
gene_1511227,1
NZ_RAZG01000013.1_cds_WP_120407396.1_644,1
gene_980499,1
NZ_QWMU01000029.1_cds_WP_004050461.1_883,1
11_GL0046521,1
11_GL0093329,1
NZ_KB822435.1_cds_WP_004045580.1_1481,1
NZ_QWMU01000072.1_cds_WP_004050519.1_1830,1
gene_989426,1
NZ_NHMT01000001.1_cds_WP_065532636.1_702,1
gene_803839,1
NZ_NHMT01000001.1_cds_WP_019253285.1_670,1
gene_2073356,1
NZ_RAYY01000029.1_cds_WP_120423939.1_2293,1
S-Fe4_GL0018077,1
11_GL0062629,1
gene_4084291,1
Food_14_GL0025207,1
G1-5A_GL0095559,1
5-7_GL0031039,1
NZ_RAYO01000059.1_cds_WP_120396914.1_2377,1
gene_918741,1
NZ_RAYH01000003.1_cds_WP_002515437.1_540,1
gene_3931031,1
gene_735807,1
Chow_2_GL0203399,1
11_GL0083450,1
15_GL0127582,1
HF-S_10_GL0028525,1
Chow_8_GL0143100,1
G1-8A_GL0010546,1
gene_3456603,1
Food_10_GL0246669,1
gene_4507762,1
gene_4264594,1
1A-dyr2-07_GL0016393,1
gene_2983786,1
gene_249985,1
DSM22607_1_GL0176670,1
S-Fe10_GL0034219,1
gene_1052347,1
3-3_GL0057874,1
26_GL0037677,1
gene_4033801,1
gene_682294,1
MH-6-2_GL0048561,1
NZ_NHMT01000001.1_cds_WP_003664736.1_1420,1
Food_7_GL0065735,1
gene_2577733,1
HF-F_10_GL0221213,1
gene_4357577,1
gene_2266015,1
gene_2166544,1
gene_3397233,1
gene_1346963,1
Food_9_GL0351220,1
8-8_GL0092511,1
OB-1_6_GL0315450,1
NZ_RAYM01000043.1_cds_WP_120436093.1_2014,1
AF73-05_13_GL0079641,1
MC-6-4_GL0000769,1
NZ_RAYB01000011.1_cds_WP_121706117.1_3827,1
gene_4496756,1
Food_10_GL0087541,1
6-8_GL0059471,1
13_GL0079661,1
HF-F_5_GL0186093,1
NZ_QWMU01000004.1_cds_WP_119448130.1_1445,1
HF-F_13_GL0204705,1
gene_4083491,1
gene_619341,1
37_GL0001410,1
DSM22607_10_GL0151745,1
NZ_OFSM01000009.1_cds_WP_103239372.1_2043,1
gene_110911,1
gene_786952,1
G1-8A_GL0075850,1
gene_269697,1
gene_1749333,1
NZ_QIBY01000001.1_cds_WP_123184468.1_25,1
gene_2729020,1
S-Fe11_GL0107180,1
gene_3205850,1
gene_2715574,1
2-8_GL0037218,1
NZ_QIBY01000003.1_cds_WP_123185124.1_692,1
NZ_NHMT01000001.1_cds_WP_035156802.1_967,1
2-1_GL0004652,1
Food_9_GL0372238,1
Food_7_GL0207061,1
ERR1211992_Scaf7_765,1
gene_2823980,1
gene_1201359,1
Group2-4A_GL0053267,1
gene_2546561,1
ERR1211992_Scaf33_2148,1
11_GL0102400,1
gene_3841054,1
gene_1720071,1
11_GL0032786,1
gene_3101528,1
S-Fe20_GL0071891,1
AF73-05_3_GL0149987,1
2-2_GL0041238,1
gene_644787,1
Food_7_GL0240982,1
NZ_KE159646.1_cds_WP_016310568.1_2313,1
gene_1520633,1
27_GL0082257,1
DSM22607_8_GL0331129,1
HF-S_9_GL0385067,1
NZ_KB822424.1_cds_WP_034975762.1_974,1
2-1_GL0010450,1
S-Fe4_GL0131596,1
11_GL0007145,1
NZ_RAYX01000042.1_cds_WP_120377162.1_1195,1
MC-0-1_GL0105726,1
AF73-05_8_GL0228790,1
HF-F_1_GL0221695,1
DSM22607_8_GL0351647,1
1A-dyr4-07_GL0014456,1
gene_238496,1
gene_4605111,1
gene_1179423,1
gene_3663560,1
NZ_RAYX01000045.1_cds_WP_120377198.1_1235,1
Group2-2A_GL0165727,1
AF73-05_8_GL0146180,1
MH-0-5_GL0052111,1
gene_4387060,1
gene_2117990,1
gene_1438881,1
gene_3649671,1
gene_3191505,1
gene_4548146,1
gene_3060243,1
2_GL0133695,1
1A-dyr4-07_GL0112284,1
G1-2A_GL0058149,1
gene_3573089,1
54_GL0008842,1
gene_1583236,1
8-3_GL0036970,1
gene_3616449,1
gene_991033,1
HF-F_13_GL0454237,1
17_GL0038669,1
Group2-7A_GL0034960,1
7_GL0098201,1
NZ_RAYT01000302.1_cds_WP_120361280.1_714,1
gene_4003020,1
NZ_KB822467.1_cds_WP_004081248.1_5005,1
gene_1550855,1
10_GL0093320,1
gene_1814229,1
gene_1296595,1
gene_955017,1
gene_474054,1
Food_5_GL0097835,1
AF73-05_11_GL0080332,1
7-7_GL0089173,1
gene_1702354,1
4-6_GL0064508,1
16_GL0106576,1
NZ_NHMT01000001.1_cds_WP_003675030.1_1364,1
gene_2510662,1
gene_3832781,1
NZ_NHMT01000001.1_cds_WP_003665595.1_822,1
gene_4466960,1
18_GL0014514,1
8-8_GL0015588,1
NZ_KB822435.1_cds_WP_004045741.1_1575,1
MC-0-1_GL0099048,1
11_GL0036453,1
NZ_KB822435.1_cds_WP_004045481.1_1390,1
NZ_QWMU01000035.1_cds_WP_004047866.1_1063,1
4-5_GL0002559,1
DSM22607_1_GL0119968,1
gene_3925292,1
6-4_GL0040556,1
4-7_GL0058069,1
Food_9_GL0248028,1
gene_1459757,1
gene_4625775,1
HF-F_13_GL0071188,1
gene_1987625,1
gene_3379620,1
10_GL0027370,1
MH-0-5_GL0096137,1
33_GL0091394,1
Food_12_GL0022001,1
NZ_KB822435.1_cds_WP_004045431.1_1348,1
gene_3730591,1
gene_462333,1
Group2-5A_GL0008455,1
gene_3952430,1
S-Fe20_GL0103403,1
10_GL0014443,1
29_GL0094890,1
8-4_GL0019914,1
Chow_5_GL0074098,1
Chow_7_GL0138117,1
gene_4326614,1
gene_2824613,1
11_GL0103459,1
gene_2568745,1
NZ_AUGK01000008.1_cds_WP_028026849.1_1454,1
gene_264658,1
S-Fe7_GL0223877,1
S-Fe11_GL0017761,1
NZ_RAYH01000007.1_cds_WP_002517221.1_1346,1
gene_2328297,1
NZ_RAYX01000052.1_cds_WP_120377251.1_1346,1
10_GL0069721,1
8-2_GL0081968,1
gene_4570724,1
gene_4604310,1
gene_4095094,1
MH-6-1_GL0151714,1
11_GL0088406,1
8-8_GL0007638,1
gene_3544651,1
gene_2336346,1
gene_3874933,1
gene_2386475,1
gene_3689114,1
gene_1784401,1
NZ_KB822445.1_cds_WP_004071891.1_1698,1
1-2_GL0016844,1
gene_3546796,1
1-5_GL0004204,1
Chow_6_GL0083309,1
gene_767676,1
gene_3652069,1
gene_2390791,1
MC-6-3_GL0103922,1
S-Fe20_GL0047234,1
gene_1811130,1
AF73-05_2_GL0395211,1
gene_4542814,1
gene_3843310,1
gene_2286049,1
MH-6-1_GL0086269,1
gene_3236822,1
4-2_GL0034844,1
gene_4266953,1
gene_2327522,1
11_GL0133832,1
20_GL0042950,1
DSM22607_3_GL0353087,1
S-Fe12_GL0162550,1
NZ_NHMT01000001.1_cds_WP_065533279.1_1422,1
gene_3041983,1
32_GL0090897,1
Food_5_GL0343590,1
gene_772125,1
NZ_KB822413.1_cds_WP_004039813.1_207,1
gene_2781938,1
Group2-7A_GL0022764,1
gene_4598415,1
gene_912952,1
4-1_GL0022190,1
11_GL0098364,1
AF73-05_2_GL0354199,1
8-6_GL0024740,1
gene_301807,1
14_GL0038666,1
gene_2941697,1
38_GL0099326,1
gene_4053540,1
gene_2668968,1
Group2-8A_GL0051880,1
2-8_GL0047019,1
gene_1768151,1
Food_7_GL0145255,1
gene_3977620,1
gene_3445389,1
G1-4A_GL0000012,1
NZ_QWMU01000135.1_cds_WP_004047774.1_255,1
gene_2613099,1
gene_871736,1
MH-6-5_GL0022604,1
gene_1882818,1
Food_7_GL0085772,1
53_GL0025280,1
NZ_QWMU01000068.1_cds_WP_004051818.1_1749,1
2-2_GL0129967,1
Food_13_GL0071597,1
20_GL0158096,1
Food_12_GL0115107,1
gene_3524528,1
OB-1_9_GL0123095,1
DSM22607_2_GL0142109,1
gene_138753,1
S-Fe20_GL0154341,1
ERR1211992_Scaf2_195,1
AF73-05_10_GL0079907,1
AF73-05_3_GL0241602,1
G1-7A_GL0107384,1
Group2-4A_GL0070331,1
NZ_KB822434.1_cds_WP_004044817.1_1076,1
gene_2204953,1
G1-5A_GL0167352,1
gene_4328205,1
gene_3702393,1
NZ_KB822444.1_cds_WP_004071266.1_1448,1
Group2-1A_GL0042383,1
Food_10_GL0245597,1
gene_3384498,1
MC-6-2_GL0104813,1
30_GL0049412,1
S-Fe10_GL0006132,1
Food_10_GL0247411,1
12_GL0039352,1
S-Fe12_GL0060304,1
11_GL0022610,1
8-8_GL0089003,1
gene_3160565,1
gene_1957170,1
gene_4372600,1
NZ_KB822413.1_cds_WP_004039931.1_269,1
gene_1773673,1
gene_3054812,1
16_GL0043386,1
2-1_GL0100637,1
3A-dyr30-06_GL0036551,1
Food_1_GL0106901,1
2-3_GL0078152,1
gene_2117712,1
NZ_KE159646.1_cds_WP_016308918.1_666,1
gene_3673649,1
S-Fe1_GL0088814,1
gene_3877529,1
33_GL0057937,1
gene_3587090,1
gene_4337332,1
1-6_GL0031213,1
AF73-05_2_GL0221216,1
gene_1590846,1
QGGY01000002.1_cds_PWJ78302.1_1186,1
S-Fe5_GL0072942,1
10_GL0061863,1
NZ_RAYX01000010.1_cds_WP_120376601.1_75,1
gene_4083458,1
33_GL0042396,1
gene_1256827,1
2A-dyr13-07_GL0011963,1
gene_2876232,1
MC-6-2_GL0001136,1
gene_1589486,1
Food_7_GL0371091,1
26_GL0043296,1
NZ_KB822413.1_cds_WP_004040361.1_477,1
gene_2819434,1
Food_14_GL0066435,1
gene_4267130,1
S-Fe10_GL0087246,1
12_GL0010546,1
NZ_KE159646.1_cds_WP_016310272.1_2017,1
gene_4502904,1
S-Fe20_GL0063224,1
DSM22607_13_GL0190032,1
Food_10_GL0023566,1
NZ_RAZA01000073.1_cds_WP_120480644.1_4011,1
gene_1925958,1
8-3_GL0103421,1
DSM22607_9_GL0180154,1
AF73-05_5_GL0238258,1
S-Fe3_GL0222740,1
2-7_GL0001536,1
Food_10_GL0105744,1
gene_2412789,1
OB-1_1_GL0053563,1
gene_3290451,1
18_GL0161121,1
gene_4613040,1
Group2-3A_GL0122990,1
HF-F_14_GL0082261,1
Chow_8_GL0018659,1
gene_4379080,1
gene_250792,1
gene_2515739,1
28_GL0092140,1
35_GL0109693,1
MC-6-2_GL0013059,1
gene_3290569,1
NZ_RAYM01000005.1_cds_WP_120431261.1_1289,1
G1-5A_GL0014343,1
Group2-2A_GL0159519,1
10_GL0026581,1
Food_9_GL0102756,1
DSM22607_8_GL0310658,1
11_GL0146662,1
26_GL0073284,1
gene_1550908,1
AF73-05_1_GL0211968,1
38_GL0084116,1
gene_1336466,1
MC-0-1_GL0070082,1
2-2_GL0072546,1
17_GL0051246,1
Group2-3A_GL0151532,1
gene_3201561,1
HF-F_13_GL0162904,1
gene_3608310,1
gene_2084491,1
gene_1431881,1
gene_1723847,1
OB-1_2_GL0155336,1
gene_218173,1
2A-dyr16-06_GL0033123,1
gene_2178491,1
AF73-05_10_GL0238978,1
NZ_KB822434.1_cds_WP_004044757.1_1045,1
NZ_KB822413.1_cds_WP_004040351.1_469,1
S-Fe10_GL0096736,1
11_GL0117461,1
gene_3149227,1
HF-S_13_GL0300522,1
11_GL0119756,1
NZ_QIBY01000003.1_cds_WP_123185111.1_677,1
HF-F_12_GL0002124,1
ERR1212018_Scaf19_509,1
NZ_KB822441.1_cds_WP_004068941.1_387,1
6-2_GL0024654,1
2A-dyr16-06_GL0056918,1
G1-7A_GL0136101,1
ERR1211992_Scaf7_740,1
NZ_RAYY01000080.1_cds_4983,1
NZ_QIBY01000014.1_cds_WP_123185938.1_1535,1
10_GL0055281,1
gene_4247612,1
gene_3787660,1
Chow_8_GL0025044,1
gene_4310511,1
43_GL0004761,1
gene_3109554,1
gene_3306441,1
Food_11_GL0323784,1
Chow_3_GL0142045,1
gene_3482801,1
gene_3284743,1
NZ_QWMU01000063.1_cds_WP_004047416.1_1681,1
AF73-05_13_GL0317533,1
MC-0-3_GL0003686,1
HF-F_13_GL0210587,1
14_GL0001159,1
gene_4285387,1
gene_4321003,1
gene_4129745,1
1-7_GL0126767,1
Food_6_GL0240244,1
5-1_GL0085391,1
Food_11_GL0243442,1
6-2_GL0088079,1
gene_4595034,1
gene_3788471,1
gene_1726915,1
6-7_GL0017885,1
gene_378451,1
gene_3843911,1
gene_4185499,1
Group2-3A_GL0124797,1
OB-1_1_GL0127016,1
gene_3410900,1
11_GL0116847,1
gene_2416662,1
gene_945803,1
4-2_GL0057440,1
gene_389295,1
MC-0-3_GL0029318,1
HF-S_5_GL0045721,1
gene_340665,1
gene_3084716,1
gene_1565290,1
Food_11_GL0101141,1
gene_1795770,1
17_GL0085783,1
gene_3851082,1
Chow_6_GL0091459,1
gene_2845750,1
46_GL0019740,1
11_GL0016037,1
Chow_1_GL0279465,1
NZ_RAYY01000129.1_cds_WP_120425544.1_318,1
gene_4587927,1
gene_3669445,1
4-8_GL0059329,1
5-2_GL0060223,1
gene_4128165,1
HF-S_9_GL0025671,1
NZ_RAYH01000008.1_cds_WP_002516272.1_1474,1
1-2_GL0081907,1
6-7_GL0054088,1
gene_486630,1
AF73-05_11_GL0237918,1
26_GL0129041,1
gene_4212094,1
gene_4502286,1
gene_1052005,1
gene_3685065,1
gene_179140,1
S-Fe10_GL0064462,1
gene_3920975,1
gene_752902,1
Food_12_GL0101993,1
gene_620502,1
4-1_GL0000664,1
HF-F_13_GL0444157,1
Group2-8A_GL0029771,1
4-5_GL0003090,1
8-4_GL0044382,1
2635343120,1
gene_2890303,1
gene_1190596,1
8-1_GL0011509,1
10_GL0001192,1
MC-6-1_GL0107881,1
gene_2204527,1
Food_10_GL0247777,1
S-Fe3_GL0059787,1
Food_9_GL0024088,1
gene_1273251,1
gene_3145446,1
29_GL0070220,1
NZ_RAYU01000406.1_cds_WP_120475466.1_4114,1
gene_2405076,1
gene_3998685,1
S-Fe3_GL0199249,1
HF-F_13_GL0381464,1
AF73-05_11_GL0220801,1
gene_4381829,1
AF73-05_13_GL0019191,1
gene_1760655,1
gene_3826802,1
gene_4351220,1
AF73-05_10_GL0232426,1
Food_10_GL0081570,1
gene_2066240,1
gene_2370325,1
HF-F_13_GL0238598,1
gene_4318649,1
gene_895660,1
11_GL0083927,1
Food_2_GL0214404,1
gene_3058545,1
10_GL0081489,1
gene_2935491,1
11_GL0070646,1
Food_2_GL0084405,1
gene_3927421,1
gene_4327375,1
gene_484483,1
gene_1366728,1
gene_1191861,1
S-Fe3_GL0085600,1
gene_991015,1
gene_189437,1
NZ_QIBY01000001.1_cds_WP_123184781.1_374,1
gene_3847775,1
AF73-05_13_GL0289045,1
6-3_GL0041292,1
gene_4233166,1
NZ_QWMU01000003.1_cds_WP_004047947.1_1157,1
gene_2337634,1
AF73-05_8_GL0167226,1
NZ_QWMU01000086.1_cds_WP_089135450.1_2006,1
S-Fe10_GL0169294,1
MC-0-3_GL0059701,1
gene_2548500,1
2-3_GL0061151,1
HF-F_13_GL0211288,1
7-7_GL0030994,1
NZ_CP022712.1_cds_WP_002356191.1_2047,1
Chow_7_GL0154128,1
MC-0-3_GL0100184,1
ERR1212009_Scaf5_265,1
3B-dyr36-06_GL0021810,1
gene_492406,1
NZ_CP022712.1_cds_WP_002356682.1_1015,1
gene_1903485,1
gene_3753266,1
S-Fe6_GL0070894,1
2-1_GL0115436,1
gene_1859941,1
gene_1459393,1
MH-6-1_GL0054466,1
S-Fe17_GL0043683,1
OB-1_1_GL0144314,1
gene_3987188,1
Chow_1_GL0215731,1
gene_2432318,1
AF73-05_13_GL0298498,1
2_GL0081566,1
gene_2422772,1
2A-dyr13-07_GL0009946,1
S-Fe14_GL0064833,1
HF-S_1_GL0100900,1
11_GL0046630,1
AF73-05_8_GL0338392,1
DSM22607_4_GL0012955,1
AF73-05_1_GL0021434,1
2B-dyr23-07_GL0043511,1
HF-F_11_GL0143155,1
Chow_5_GL0064876,1
1A-dyr4-07_GL0016352,1
18_GL0003879,1
gene_3707522,1
gene_3883400,1
gene_3247686,1
gene_2431831,1
7-7_GL0028691,1
50_GL0012646,1
7-3_GL0062643,1
gene_3094164,1
1-1_GL0074780,1
gene_490076,1
Food_11_GL0103447,1
gene_2110346,1
gene_843018,1
11_GL0116336,1
S-Fe9_GL0183653,1
gene_3222966,1
10_GL0054053,1
gene_1321459,1
Food_2_GL0203174,1
13_GL0081837,1
HF-F_13_GL0076085,1
gene_75512,1
gene_2033110,1
NZ_RAYM01000010.1_cds_WP_120431504.1_2240,1
NZ_RAYT01000108.1_cds_WP_120360903.1_4237,1
2A-dyr13-07_GL0003688,1
11_GL0038453,1
gene_3549808,1
MC-0-3_GL0057135,1
gene_3523199,1
11_GL0063596,1
gene_4178288,1
10_GL0054185,1
Food_14_GL0123998,1
gene_1768733,1
Food_10_GL0032377,1
NZ_RAYH01000003.1_cds_WP_002516822.1_693,1
gene_3289797,1
gene_535165,1
gene_3210145,1
2-1_GL0072476,1
gene_2693636,1
AF73-05_1_GL0248152,1
gene_4214733,1
gene_4181924,1
gene_1081216,1
DSM22607_5_GL0158927,1
gene_2152635,1
gene_4575675,1
gene_1437098,1
8-2_GL0105766,1
gene_2131316,1
gene_2127811,1
DSM22607_10_GL0169694,1
gene_1952829,1
5-5_GL0128913,1
gene_558056,1
HF-F_11_GL0073771,1
OB-1_6_GL0145489,1
MH-0-3_GL0058873,1
5_GL0056440,1
NZ_KB822474.1_cds_WP_004055355.1_1594,1
29_GL0048668,1
gene_3394117,1
Food_3_GL0226246,1
HF-S_14_GL0204114,1
2-2_GL0139716,1
gene_4489982,1
MH-6-2_GL0042861,1
1A-dyr4-07_GL0064789,1
gene_4408109,1
6-3_GL0085879,1
NZ_RAYX01000024.1_cds_WP_120376911.1_815,1
DSM22607_8_GL0271523,1
2-1_GL0094351,1
2A-dyr13-07_GL0006892,1
gene_4057437,1
HF-F_13_GL0382845,1
gene_2370268,1
gene_3041485,1
19_GL0037568,1
21_GL0039849,1
gene_2282280,1
Food_8_GL0320457,1
gene_2013981,1
gene_740763,1
MC-0-1_GL0081649,1
gene_364168,1
gene_4505013,1
MH-6-5_GL0124875,1
gene_2902715,1
gene_4065798,1
gene_2635559,1
HF-F_13_GL0063218,1
S-Fe20_GL0110597,1
gene_3080512,1
11_GL0017849,1
5-3_GL0079071,1
gene_1133384,1
gene_1174994,1
Chow_7_GL0097141,1
gene_4300995,1
gene_4384752,1
NZ_OFSM01000036.1_cds_WP_103241986.1_453,1
gene_3773728,1
gene_1467927,1
NZ_RAYM01000018.1_cds_WP_120433561.1_111,1
gene_209189,1
gene_2611818,1
OB-1_6_GL0282609,1
5-7_GL0101884,1
HF-S_4_GL0068541,1
DSM22607_9_GL0155949,1
2-5_GL0068731,1
AF73-05_10_GL0402067,1
14_GL0013342,1
Food_14_GL0245029,1
NZ_RAZF01000070.1_cds_WP_120429144.1_2925,1
11_GL0020818,1
2A-dyr13-07_GL0009653,1
gene_3566285,1
gene_1675039,1
gene_2641311,1
gene_4610560,1
10_GL0071857,1
Food_10_GL0069368,1
26_GL0025991,1
Group2-4A_GL0093838,1
gene_4245521,1
OB-1_6_GL0068917,1
NZ_RAYM01000080.1_cds_WP_120437575.1_3834,1
Group2-8A_GL0097110,1
15_GL0084154,1
NZ_RAYF01000065.1_cds_WP_120438320.1_3237,1
7-6_GL0085738,1
gene_2744540,1
45_GL0088785,1
gene_3545206,1
2-2_GL0045681,1
Food_9_GL0106739,1
S-Fe7_GL0121272,1
10_GL0068709,1
gene_1819769,1
17_GL0156856,1
Group2-7A_GL0104411,1
gene_82594,1
7-8_GL0096438,1
2-1_GL0005131,1
S-Fe11_GL0058766,1
S-Fe19_GL0021196,1
Food_10_GL0066586,1
14_GL0118061,1
17_GL0122408,1
gene_1851506,1
S-Fe20_GL0165142,1
ERR1211992_Scaf1_32,1
gene_4527027,1
10_GL0081848,1
gene_1124075,1
NZ_KB822463.1_cds_WP_004077594.1_3358,1
S-Fe6_GL0178932,1
S-Fe12_GL0158502,1
S-Fe4_GL0105376,1
Food_5_GL0129409,1
gene_3490483,1
gene_1811543,1
MH-6-4_GL0162108,1
2-2_GL0067561,1
gene_3404113,1
gene_947379,1
Chow_5_GL0346801,1
gene_2858156,1
AF73-05_4_GL0205938,1
2A-dyr13-07_GL0027568,1
2A-dyr16-07_GL0079303,1
gene_3133332,1
gene_3284335,1
Food_11_GL0097571,1
1A-dyr2-07_GL0044649,1
gene_146333,1
2A-dyr16-06_GL0035315,1
gene_314413,1
gene_3784557,1
10_GL0048001,1
8-8_GL0005267,1
8-1_GL0110523,1
S-Fe6_GL0087234,1
S-Fe20_GL0047071,1
gene_3454366,1
gene_2872193,1
5-1_GL0047496,1
gene_2871639,1
gene_3162368,1
gene_2162770,1
NZ_RAYY01000040.1_cds_WP_120424430.1_3346,1
Group2-6A_GL0024307,1
gene_3394604,1
gene_2093419,1
HF-F_3_GL0191323,1
gene_2270169,1
gene_4554454,1
Chow_8_GL0266009,1
gene_4458907,1
gene_4431570,1
11_GL0088554,1
Food_9_GL0407163,1
DSM22607_7_GL0204471,1
MC-0-1_GL0090346,1
NZ_QWMU01000056.1_cds_WP_004047536.1_1566,1
Food_6_GL0128165,1
gene_4230920,1
7-4_GL0010973,1
39_GL0030008,1
7-4_GL0111288,1
gene_268857,1
NZ_KB822413.1_cds_WP_004040422.1_508,1
35_GL0076939,1
NZ_RAYX01000017.1_cds_WP_120376767.1_511,1
S-Fe5_GL0094041,1
gene_2166923,1
gene_4029148,1
2-1_GL0068594,1
Group2-8A_GL0100048,1
gene_4230470,1
gene_2855473,1
S-Fe8_GL0256201,1
gene_1355088,1
S-Fe7_GL0257238,1
NZ_KB822476.1_cds_WP_004055980.1_1738,1
gene_3511904,1
10_GL0053706,1
gene_1953276,1
gene_564566,1
Group2-5A_GL0017739,1
NZ_KB822413.1_cds_WP_004040038.1_319,1
NZ_CP022712.1_cds_WP_002356194.1_2049,1
G1-5A_GL0070881,1
7-8_GL0084522,1
gene_3164582,1
gene_4544031,1
gene_4294104,1
