gene,noFMT_1_duodenum
gene_4379688,4
gene_2818935,4
gene_479683,4
NZ_CP021421.1_cds_WP_068961943.1_678,4
MC-6-2_GL0042936,4
S-Fe16_GL0086561,4
gene_2736699,4
gene_4587473,4
gene_4008266,4
S-Fe10_GL0142679,4
gene_4502491,4
MC-0-3_GL0103548,4
Food_5_GL0252297,4
G1-1A_GL0045937,4
gene_4551757,4
G1-1A_GL0002591,4
gene_2561076,4
MC-6-2_GL0051246,4
gene_2515734,4
gene_3714768,4
gene_3782454,4
gene_4246835,4
MC-6-3_GL0059509,4
gene_3209098,4
NZ_CP021421.1_cds_WP_088294805.1_1794,4
Food_14_GL0297971,4
gene_2546854,4
Food_1_GL0045171,4
gene_4493411,4
gene_1330848,4
gene_4147252,4
4-1_GL0060679,4
gene_3340006,4
gene_4120723,4
gene_4611746,4
gene_4443771,4
G1-1A_GL0001420,4
gene_1368276,4
gene_3338723,4
MC-0-3_GL0059701,4
MH-0-5_GL0105782,4
31_GL0034659,4
NZ_CP021421.1_cds_WP_068959835.1_632,4
S-Fe11_GL0060224,4
gene_2011118,4
gene_4209951,4
gene_999465,4
gene_4283269,4
gene_3749490,4
G1-1A_GL0100781,4
G1-1A_GL0106074,4
G1-1A_GL0100786,4
S-Fe10_GL0065079,4
gene_3361669,4
gene_4451427,4
Chow_4_GL0115717,4
G1-1A_GL0033844,4
MC-6-1_GL0032229,4
gene_4328629,4
gene_4186743,4
NZ_CP021421.1_cds_WP_068959822.1_650,4
gene_3451906,4
gene_3492191,4
31_GL0034645,4
G1-1A_GL0032196,4
7-1_GL0067617,4
1-2_GL0110005,4
S-Fe13_GL0118097,4
G1-1A_GL0003488,4
gene_4354282,4
gene_1064834,4
gene_3411480,4
gene_4404600,4
gene_3026473,4
gene_3014021,4
OB-1_6_GL0276643,4
S-Fe12_GL0144004,4
gene_2862188,4
gene_3782790,4
15_GL0156476,4
S-Fe10_GL0035771,4
OB-1_8_GL0063710,4
gene_4573694,4
gene_3761639,4
MH-0-3_GL0070764,4
HF-F_3_GL0039950,4
gene_3442325,4
gene_4215687,4
S-Fe10_GL0079581,4
MC-6-5_GL0138231,4
gene_4028627,4
gene_665984,4
gene_3857106,4
gene_4029148,4
gene_3566386,4
gene_3705105,4
S-Fe13_GL0032039,4
gene_2167402,4
NZ_CP021421.1_cds_WP_084274095.1_1444,4
gene_218653,4
4-1_GL0078293,4
NZ_CP021421.1_cds_WP_068961084.1_1775,4
3-5_GL0076314,4
gene_1693182,4
gene_4605290,4
gene_3431367,4
gene_3075576,4
gene_3223794,4
MC-6-2_GL0075297,4
G1-1A_GL0097769,4
gene_3161331,4
S-Fe10_GL0130805,4
G1-1A_GL0063266,4
gene_4106602,4
gene_3441609,4
gene_3869528,4
gene_4183620,4
1-8_GL0074551,4
gene_3878306,4
gene_389468,4
G1-1A_GL0106093,4
NZ_CP021421.1_cds_WP_084273956.1_114,4
gene_3482801,4
gene_3751416,4
G1-1A_GL0086514,4
gene_4485911,4
G1-1A_GL0033883,4
1-1_GL0130289,4
gene_3372739,4
3-3_GL0047916,4
gene_2715574,4
1-7_GL0087102,4
gene_3777861,4
MH-0-3_GL0079428,4
S-Fe6_GL0237600,4
NZ_CP021421.1_cds_WP_068961271.1_1550,4
G1-1A_GL0083453,4
gene_2098740,4
Chow_1_GL0050662,4
S-Fe11_GL0133297,4
gene_4130458,4
gene_327123,4
MC-0-1_GL0092394,4
NZ_CP021421.1_cds_WP_068961293.1_1522,4
gene_4443357,4
Food_12_GL0071971,4
G1-1A_GL0116416,4
31_GL0024465,4
MH-6-5_GL0124772,4
gene_4386469,4
gene_4350164,4
AF73-05_14_GL0043600,4
G1-1A_GL0107412,4
MH-0-4_GL0069326,4
G1-1A_GL0002798,4
10_GL0029468,4
Chow_3_GL0272532,4
gene_3137336,4
G1-2A_GL0028011,4
gene_394399,4
gene_3791199,4
HF-S_12_GL0276600,4
gene_3161328,4
MC-0-1_GL0091064,4
gene_3595454,4
gene_4009647,4
Chow_6_GL0097004,4
gene_3098411,4
gene_4388102,4
gene_3398200,4
G1-1A_GL0101229,4
gene_3762821,4
NZ_CP021421.1_cds_WP_068961038.1_1833,4
MC-6-1_GL0065315,4
gene_3514748,4
1A-dyr4-07_GL0085184,4
gene_3557527,4
1A-dyr2-07_GL0065680,4
gene_4361373,4
S-Fe10_GL0117274,4
MC-0-1_GL0007828,4
Food_2_GL0139158,4
10_GL0049141,4
NZ_CP021421.1_cds_WP_068961680.1_1087,4
gene_4164376,4
HF-S_13_GL0100690,4
gene_4025849,4
Food_1_GL0303572,4
gene_4052493,4
G1-1A_GL0117339,4
gene_390675,4
gene_1947598,4
gene_390672,4
G1-1A_GL0059691,4
S-Fe11_GL0151921,4
gene_3319235,4
MC-6-2_GL0173872,4
gene_3548998,4
gene_4012376,4
gene_98287,4
gene_3241074,4
S-Fe16_GL0068054,4
S-Fe1_GL0037743,4
MC-6-1_GL0069836,4
gene_3846290,4
S-Fe11_GL0032826,4
MH-6-2_GL0083458,4
G1-1A_GL0025027,4
gene_4220952,4
HF-S_13_GL0107708,4
gene_3828045,4
gene_3786249,4
S-Fe18_GL0069413,4
G1-1A_GL0062765,4
gene_2441037,4
S-Fe1_GL0151956,4
G1-1A_GL0021726,4
AF73-05_4_GL0448615,4
G1-4A_GL0035960,4
gene_4510689,4
gene_4461515,4
gene_1975478,4
G1-1A_GL0045766,4
gene_3246016,4
gene_3582467,4
gene_4230569,4
G1-1A_GL0072607,4
Food_13_GL0040226,4
gene_4267596,4
MC-6-2_GL0169241,4
7-7_GL0027520,4
AF73-05_2_GL0203513,4
S-Fe1_GL0107855,4
gene_3806412,4
gene_4211536,4
gene_4004106,4
gene_4197716,4
MC-0-1_GL0088776,4
gene_3406993,4
G1-1A_GL0070522,4
gene_3932205,4
gene_3738686,4
gene_2273374,4
1-2_GL0070538,4
NZ_CP021421.1_cds_WP_068960229.1_137,4
gene_4019577,4
gene_790558,4
11_GL0083554,4
MC-6-1_GL0048509,4
gene_1516019,4
gene_4563292,4
MC-6-1_GL0041275,4
G1-1A_GL0004652,4
S-Fe11_GL0026990,4
G1-1A_GL0033875,4
S-Fe11_GL0109606,4
1-7_GL0034158,4
gene_2774090,4
NZ_CP021421.1_cds_WP_068960188.1_189,4
G1-1A_GL0024431,4
gene_449495,4
G1-1A_GL0096489,4
gene_224801,4
gene_3584609,4
S-Fe10_GL0158396,4
gene_4132568,4
gene_3853348,4
gene_2913788,4
gene_4451046,4
MC-0-1_GL0008084,4
G1-1A_GL0017520,4
gene_4106634,4
gene_1954284,4
G1-2A_GL0053319,4
gene_3671966,4
gene_475495,4
G1-1A_GL0063142,4
G1-1A_GL0096528,4
gene_4578011,4
gene_4327134,4
gene_3259179,4
gene_4075138,4
gene_3434069,4
Food_10_GL0132234,4
S-Fe5_GL0080370,4
gene_3298627,4
Chow_3_GL0017114,4
OB-1_10_GL0062568,4
S-Fe11_GL0038901,4
gene_3419689,4
G1-1A_GL0124121,4
NZ_RAYW01000031.1_cds_WP_121699970.1_1382,4
gene_3060320,4
gene_802478,4
NZ_CP021421.1_cds_WP_068961905.1_836,4
MC-6-3_GL0022726,4
G1-1A_GL0063255,4
gene_2998635,4
gene_4409768,4
gene_3927344,4
gene_2378427,4
NZ_RAYM01000059.1_cds_WP_120437025.1_3071,4
Food_1_GL0234593,4
G1-1A_GL0024435,4
G1-4A_GL0012920,4
MC-0-3_GL0096229,4
1-7_GL0007610,4
gene_4366317,4
gene_3881119,4
S-Fe1_GL0088695,4
gene_3975038,4
Chow_4_GL0009906,4
MC-6-1_GL0062222,4
NZ_CP021421.1_cds_WP_068960970.1_1911,4
gene_4224253,4
NZ_CP021421.1_cds_WP_068960887.1_2007,4
gene_3399635,4
gene_4401459,4
S-Fe10_GL0045492,4
gene_1637060,4
Food_8_GL0124398,4
gene_3150722,4
gene_3869336,4
AF73-05_11_GL0113976,4
gene_3719099,4
Chow_3_GL0076905,4
10_GL0097351,4
S-Fe20_GL0155660,4
gene_2404686,4
gene_987144,4
gene_3557756,4
gene_4068907,4
gene_3473415,4
S-Fe10_GL0065071,4
gene_3770750,4
gene_4348745,4
gene_2500429,4
gene_3191788,4
gene_4249004,4
gene_3103778,4
AF73-05_9_GL0238702,4
Chow_2_GL0066585,4
AF73-05_8_GL0429698,4
S-Fe10_GL0104411,4
gene_3161128,4
MH-0-3_GL0079423,4
Chow_6_GL0258905,4
gene_3547865,4
gene_2762761,4
gene_1205439,4
gene_3533882,4
1A-dyr2-07_GL0042708,4
gene_3802358,4
15_GL0157470,4
MC-6-2_GL0043238,4
S-Fe11_GL0011561,4
MC-0-1_GL0038238,4
MC-6-2_GL0084309,4
gene_3455440,4
Chow_3_GL0072465,4
43_GL0053187,4
gene_4153540,4
AF73-05_10_GL0159829,4
gene_3998685,4
gene_730020,4
G1-1A_GL0002671,4
G1-1A_GL0113979,4
gene_4287169,4
gene_2861235,4
gene_164954,4
gene_4565548,4
gene_4370404,4
gene_3975136,4
gene_460582,4
Food_4_GL0339410,4
gene_2942317,4
S-Fe10_GL0064671,4
gene_3669206,4
gene_3501593,4
MH-0-5_GL0048435,4
gene_3132120,4
gene_987150,4
G1-1A_GL0101279,4
gene_4070081,4
gene_4562709,4
AF73-05_11_GL0300356,4
S-Fe11_GL0047971,4
gene_3762839,4
gene_4501083,4
S-Fe7_GL0141981,4
G1-1A_GL0093710,4
gene_3792702,4
gene_1545446,4
gene_4061459,4
NZ_CP021421.1_cds_WP_068961735.1_1025,4
NZ_CP021421.1_cds_WP_068960380.1_2629,4
S-Fe11_GL0129950,4
gene_4281827,4
S-Fe1_GL0066749,4
1-1_GL0061439,4
1A-dyr3-06_GL0007721,4
gene_3595101,4
gene_449504,4
MC-0-1_GL0039477,4
gene_2802950,4
gene_3701427,4
gene_4222864,4
Chow_5_GL0058030,4
4-1_GL0062056,4
gene_3290207,4
G1-1A_GL0002579,4
NZ_CP021421.1_cds_WP_084274073.1_1632,4
gene_3333126,4
gene_3422444,4
gene_457026,4
gene_4320756,4
gene_3794889,4
gene_2107934,4
G1-1A_GL0117326,4
S-Fe16_GL0016063,4
MC-0-1_GL0075997,4
G1-1A_GL0089841,4
gene_4551883,4
gene_4395081,4
gene_2671690,4
G1-1A_GL0061033,4
gene_4092824,4
gene_2695750,4
gene_3814090,4
gene_3390805,4
S-Fe10_GL0017105,4
gene_4065798,4
gene_1291878,4
gene_2939071,4
Chow_1_GL0249168,4
gene_2598425,4
G1-1A_GL0081632,4
gene_1121074,4
S-Fe1_GL0011528,4
G1-1A_GL0063326,4
S-Fe10_GL0006549,4
gene_1922334,4
S-Fe10_GL0063967,4
MH-6-2_GL0070006,4
gene_2734329,4
1-7_GL0069838,4
gene_3320714,4
DSM22607_1_GL0041268,4
gene_3617384,4
G1-1A_GL0059716,4
G1-1A_GL0107443,4
7-1_GL0081546,4
gene_3790617,4
15_GL0149003,4
gene_3374135,4
2-4_GL0039081,4
gene_640851,4
gene_4406789,4
gene_4023422,4
gene_4542307,4
MH-6-2_GL0087569,4
G1-1A_GL0111179,4
13_GL0029646,4
gene_3501241,4
28_GL0074611,4
gene_4613040,4
gene_4007984,4
gene_3592148,4
gene_2399416,4
gene_3929430,4
S-Fe10_GL0076136,4
gene_3261511,4
gene_2121674,4
G1-1A_GL0080050,4
S-Fe11_GL0079288,4
gene_3364737,4
Chow_1_GL0150400,4
gene_2451754,4
gene_2275918,4
gene_3063309,4
gene_4385693,4
gene_3966695,4
gene_1020860,4
gene_3111050,4
gene_910460,4
AF73-05_8_GL0065165,4
gene_3598816,4
gene_3639124,4
gene_2926679,4
gene_181078,4
28_GL0113518,4
gene_4623474,4
NZ_CP021421.1_cds_WP_068961297.1_1518,4
gene_844636,4
OB-1_2_GL0215235,4
gene_2898888,4
NZ_CP021421.1_cds_WP_068960951.1_1930,4
1-8_GL0071677,4
Chow_5_GL0168564,4
G1-1A_GL0101455,4
G1-1A_GL0049431,4
gene_1009612,4
1-1_GL0002036,4
gene_1084768,4
NZ_CP021421.1_cds_WP_068961063.1_1801,4
1-3_GL0103456,4
G1-1A_GL0065703,4
gene_2336106,4
gene_4349374,4
gene_4522885,4
gene_4312716,4
gene_178877,4
MH-6-2_GL0086542,4
MH-6-2_GL0037261,4
gene_479272,4
MH-6-2_GL0033458,4
S-Fe1_GL0194663,4
gene_3545727,4
4_GL0017556,4
gene_4179231,4
20_GL0159653,4
DSM22607_12_GL0093749,4
G1-1A_GL0051753,4
1-7_GL0097593,4
gene_3345907,4
G1-1A_GL0024872,4
16_GL0053628,4
gene_3155046,4
gene_4623555,4
gene_2712478,4
gene_4536481,4
6_GL0010793,4
gene_3045254,4
gene_4623893,4
AF73-05_13_GL0193077,4
gene_3646462,4
G1-1A_GL0095192,4
S-Fe11_GL0045034,4
G1-1A_GL0045917,4
NZ_RAYH01000003.1_cds_WP_002519054.1_403,3
S-Fe11_GL0113533,3
gene_2525150,3
gene_4088993,3
20_GL0042302,3
S-Fe10_GL0178346,3
gene_4581965,3
gene_2710219,3
gene_3476923,3
gene_181067,3
gene_341640,3
MC-6-2_GL0145958,3
G1-1A_GL0093285,3
S-Fe10_GL0010455,3
10_GL0021164,3
S-Fe10_GL0100137,3
gene_4099548,3
gene_4039112,3
G1-1A_GL0063210,3
gene_3577275,3
gene_3298660,3
gene_4083231,3
MC-6-1_GL0079475,3
MH-6-2_GL0042460,3
gene_1121069,3
gene_3629606,3
gene_3075723,3
gene_4115870,3
S-Fe15_GL0011394,3
gene_4142865,3
gene_3752963,3
gene_1373528,3
NZ_CP021421.1_cds_WP_068961215.1_1618,3
gene_4326073,3
gene_3137361,3
gene_2478096,3
Chow_6_GL0211487,3
gene_3330442,3
gene_4615855,3
gene_3255605,3
MC-0-3_GL0042266,3
NZ_CP021421.1_cds_WP_068960985.1_1893,3
MC-0-1_GL0037732,3
gene_2568082,3
5-5_GL0091159,3
gene_3476805,3
AF73-05_10_GL0155525,3
33_GL0100261,3
gene_3996221,3
MC-6-2_GL0073249,3
gene_3345994,3
34_GL0013280,3
S-Fe11_GL0028207,3
gene_1497296,3
3A-dyr30-06_GL0048242,3
gene_3778507,3
gene_3038298,3
gene_3628474,3
gene_3665300,3
gene_4306055,3
gene_3187762,3
gene_4444177,3
AF73-05_4_GL0334959,3
G1-1A_GL0045100,3
G1-1A_GL0100813,3
gene_1450115,3
gene_2515741,3
S-Fe10_GL0087338,3
MC-6-2_GL0096001,3
MC-0-3_GL0065488,3
gene_4259173,3
gene_4556528,3
gene_3215354,3
gene_2569650,3
Food_10_GL0004920,3
S-Fe14_GL0037273,3
G1-1A_GL0024805,3
gene_3574430,3
gene_3991931,3
NZ_CP021421.1_cds_WP_068961904.1_837,3
1_GL0046321,3
gene_1305489,3
gene_4375648,3
gene_4012992,3
S-Fe16_GL0044766,3
G1-1A_GL0051703,3
gene_2834049,3
2791814155,3
gene_4232856,3
gene_327124,3
NZ_RAYR01000008.1_cds_WP_120411038.1_2805,3
gene_3043522,3
gene_3905055,3
gene_3846419,3
gene_3593860,3
MC-0-1_GL0039471,3
gene_4535592,3
gene_3790624,3
MC-0-3_GL0018749,3
gene_3145542,3
MH-6-2_GL0092577,3
G1-1A_GL0087881,3
4_GL0042273,3
gene_357394,3
MC-0-3_GL0038935,3
gene_4408188,3
AF73-05_13_GL0337897,3
gene_1017532,3
27_GL0045901,3
gene_4183018,3
Chow_3_GL0149910,3
gene_724103,3
gene_3616512,3
gene_3647587,3
Chow_4_GL0207135,3
NZ_CP021421.1_cds_WP_068959984.1_444,3
gene_2139872,3
NZ_RAYH01000019.1_cds_WP_002516906.1_2178,3
gene_3886806,3
gene_2608753,3
gene_4590656,3
gene_4537793,3
Chow_2_GL0247989,3
gene_3652171,3
gene_3039629,3
MC-0-1_GL0100536,3
gene_3326243,3
gene_3497237,3
gene_3693986,3
gene_3700387,3
gene_3691260,3
gene_3356689,3
gene_3051931,3
ERR1212018_Scaf124_2060,3
S-Fe10_GL0063907,3
NZ_RAYH01000003.1_cds_WP_002517757.1_758,3
Food_1_GL0210100,3
gene_3520676,3
2-3_GL0029397,3
gene_3399200,3
gene_4540114,3
MC-0-1_GL0055010,3
gene_3932960,3
gene_3170818,3
11_GL0127302,3
NZ_CP021421.1_cds_WP_068961714.1_1050,3
G1-1A_GL0107727,3
gene_3545328,3
G1-1A_GL0101274,3
1-1_GL0063229,3
gene_4603777,3
gene_1762085,3
gene_4143219,3
gene_4027646,3
gene_4270272,3
gene_2489174,3
OB-1_8_GL0309846,3
gene_3653952,3
gene_2499701,3
gene_2003984,3
Group2-6A_GL0022723,3
gene_3264322,3
G1-1A_GL0002569,3
gene_3215834,3
NZ_CP021421.1_cds_WP_068960358.1_2654,3
gene_4329017,3
gene_4050007,3
gene_2296451,3
Food_6_GL0017637,3
gene_1506726,3
gene_3892309,3
ERR1212027_Scaf1193_6452,3
Chow_1_GL0144348,3
MC-6-2_GL0120892,3
gene_4275333,3
G1-1A_GL0081279,3
NZ_CP021421.1_cds_WP_068961604.1_1176,3
MC-0-3_GL0077468,3
ERR1212018_Scaf164_2419,3
gene_2847059,3
NZ_NHMU01000003.1_cds_WP_065539458.1_2230,3
gene_3804684,3
4_GL0031588,3
45_GL0016860,3
NZ_CP021421.1_cds_WP_068961529.1_1261,3
gene_1386721,3
NZ_CP021421.1_cds_WP_068960830.1_2072,3
gene_4479642,3
S-Fe11_GL0149644,3
gene_4473180,3
gene_4587949,3
G1-1A_GL0057442,3
gene_3394184,3
S-Fe8_GL0241596,3
gene_4520854,3
gene_3796860,3
gene_3797069,3
gene_3908786,3
G1-2A_GL0000922,3
G1-3A_GL0025531,3
Chow_1_GL0211076,3
gene_1557477,3
MC-6-1_GL0063058,3
gene_257868,3
25_GL0025773,3
gene_3992473,3
gene_4484796,3
gene_3942158,3
gene_3722346,3
gene_3890536,3
G1-1A_GL0108613,3
gene_2510408,3
gene_4186014,3
gene_3180220,3
gene_4009944,3
gene_4523539,3
gene_3986382,3
gene_4278975,3
MC-6-1_GL0083297,3
gene_2906825,3
gene_3194613,3
Chow_6_GL0287848,3
MC-6-2_GL0008927,3
4_GL0017595,3
gene_3324598,3
gene_3713200,3
gene_4596536,3
G1-1A_GL0049465,3
gene_2811697,3
NZ_CP021421.1_cds_WP_068960950.1_1931,3
gene_4624651,3
gene_2527787,3
gene_1468734,3
gene_3912895,3
gene_2746480,3
6-6_GL0016385,3
gene_4146054,3
gene_4507042,3
MC-6-3_GL0059426,3
gene_2810890,3
gene_2757919,3
4-1_GL0026884,3
S-Fe11_GL0075845,3
gene_4164649,3
NZ_CP021421.1_cds_WP_068961652.1_1120,3
S-Fe2_GL0005303,3
gene_4472045,3
S-Fe10_GL0097815,3
gene_4246529,3
gene_1334076,3
gene_3217544,3
gene_3042717,3
gene_3322508,3
16_GL0051992,3
gene_708952,3
gene_4486998,3
1A-dyr3-07_GL0002538,3
gene_967965,3
gene_2803003,3
G1-1A_GL0033842,3
gene_3628970,3
S-Fe20_GL0060710,3
gene_3348653,3
S-Fe10_GL0115157,3
NZ_CP021421.1_cds_WP_084274107.1_1321,3
gene_3752018,3
15_GL0124207,3
MC-0-1_GL0085081,3
gene_4323403,3
13_GL0061039,3
gene_4592416,3
gene_3826774,3
gene_4593270,3
12_GL0011140,3
S-Fe13_GL0033519,3
G1-1A_GL0101206,3
gene_4128064,3
NZ_CP021421.1_cds_WP_068960379.1_2630,3
MC-6-4_GL0111830,3
Chow_7_GL0153155,3
gene_1597267,3
15_GL0156763,3
G1-1A_GL0105368,3
gene_2985084,3
gene_4359368,3
gene_4572744,3
gene_3503403,3
gene_3505002,3
16_GL0074012,3
gene_3804184,3
gene_4166731,3
19_GL0072148,3
gene_3306341,3
6-6_GL0073693,3
S-Fe10_GL0064044,3
G1-1A_GL0015529,3
gene_3130668,3
gene_3614015,3
gene_3382090,3
G1-1A_GL0045086,3
HF-S_4_GL0351510,3
gene_4001310,3
16_GL0037158,3
G1-1A_GL0017527,3
gene_3974910,3
MC-0-3_GL0104670,3
gene_3710311,3
gene_3108661,3
gene_2680595,3
gene_1072939,3
S-Fe10_GL0132563,3
Chow_7_GL0264646,3
gene_3796436,3
gene_4053004,3
gene_3827266,3
MC-0-1_GL0026190,3
gene_4199422,3
gene_790537,3
1-1_GL0065517,3
gene_3200890,3
OB-1_7_GL0058286,3
G1-1A_GL0045891,3
gene_953410,3
gene_4488246,3
gene_803956,3
gene_3412850,3
gene_2741078,3
gene_3167255,3
Chow_6_GL0255187,3
11_GL0117460,3
MC-6-3_GL0040161,3
gene_1663643,3
gene_2304527,3
gene_3787109,3
Food_4_GL0327906,3
gene_274819,3
gene_3420990,3
gene_164943,3
gene_3915361,3
Chow_4_GL0294704,3
15_GL0133955,3
NZ_CP021421.1_cds_WP_068961880.1_864,3
NZ_RAYH01000011.1_cds_WP_002516338.1_1640,3
gene_4422917,3
gene_258107,3
gene_4376087,3
G1-1A_GL0024485,3
DSM22607_9_GL0250065,3
MC-0-3_GL0049461,3
gene_4585456,3
gene_3454710,3
gene_1915469,3
gene_1022350,3
MC-0-3_GL0081527,3
gene_1947609,3
gene_701062,3
MC-0-1_GL0117821,3
gene_3694065,3
AF73-05_9_GL0187186,3
Chow_6_GL0135304,3
G1-1A_GL0063116,3
gene_3106822,3
gene_3330316,3
S-Fe10_GL0093122,3
gene_4392413,3
MC-6-4_GL0029799,3
gene_228811,3
gene_4054096,3
gene_3158968,3
S-Fe11_GL0139321,3
G1-1A_GL0090225,3
S-Fe14_GL0079431,3
4-1_GL0056035,3
S-Fe12_GL0118665,3
10_GL0083270,3
gene_2845549,3
G1-1A_GL0093284,3
NZ_CP021421.1_cds_WP_084274138.1_1062,3
gene_111495,3
MC-0-3_GL0015450,3
gene_3834495,3
gene_3680437,3
NZ_RAYY01000040.1_cds_WP_120424430.1_3346,3
G1-1A_GL0115499,3
gene_4539574,3
gene_299739,3
gene_3170060,3
NZ_RAYB01000069.1_cds_WP_121708480.1_3355,3
gene_1585726,3
G1-1A_GL0096605,3
S-Fe11_GL0136136,3
gene_1785306,3
gene_2781908,3
gene_3245474,3
gene_3254411,3
S-Fe10_GL0031634,3
G1-1A_GL0045859,3
gene_955026,3
MC-6-4_GL0005048,3
MC-0-1_GL0035932,3
gene_3690795,3
gene_3243751,3
AF73-05_6_GL0217708,3
AF73-05_1_GL0025906,3
NZ_CP021421.1_cds_WP_068960866.1_2031,3
gene_4286232,3
gene_3433646,3
gene_2838080,3
gene_3062529,3
gene_2607737,3
NZ_CP021421.1_cds_WP_068959852.1_615,3
gene_3332472,3
gene_3407811,3
gene_4157837,3
G1-1A_GL0070527,3
gene_3750765,3
gene_2866579,3
AF73-05_2_GL0231542,3
S-Fe10_GL0175403,3
Chow_8_GL0164958,3
4-1_GL0047738,3
gene_3284013,3
40_GL0044419,3
gene_3667038,3
gene_431583,3
Food_2_GL0166724,3
gene_3948381,3
gene_3795076,3
gene_3507105,3
Chow_2_GL0016001,3
S-Fe10_GL0101682,3
Food_5_GL0028377,3
MC-6-2_GL0001258,3
gene_851704,3
gene_449094,3
gene_4465465,3
gene_4224372,3
gene_4259376,3
Chow_1_GL0117731,3
MC-6-2_GL0071043,3
gene_3047255,3
MH-6-2_GL0021042,3
G1-1A_GL0032132,3
gene_2363036,3
gene_2907531,3
gene_4327244,3
gene_3537304,3
16_GL0075262,3
G1-1A_GL0039139,3
gene_3304308,3
G1-1A_GL0046017,3
gene_4508718,3
gene_3874634,3
gene_4046769,3
MC-0-1_GL0127434,3
Chow_6_GL0183378,3
3-1_GL0002601,3
gene_2794957,3
gene_4626184,3
gene_4118632,3
G1-1A_GL0002592,3
gene_3415992,3
gene_3218918,3
gene_4429921,3
G1-1A_GL0045723,3
gene_3986132,3
NZ_CP021421.1_cds_WP_068960790.1_2130,3
18_GL0122368,3
gene_4530852,3
gene_4066672,3
gene_1501078,3
G1-1A_GL0045834,3
gene_3420393,3
6-5_GL0088181,3
13_GL0023496,3
gene_4066549,3
gene_3397629,3
MC-6-3_GL0047306,3
MC-0-1_GL0079382,3
Chow_6_GL0182357,3
gene_3976754,3
G1-1A_GL0086543,3
MC-6-1_GL0055046,3
gene_2115624,3
gene_4413453,3
MC-0-1_GL0026114,3
gene_3528274,3
gene_4023720,3
gene_3963179,3
gene_3136384,3
MH-6-4_GL0113096,3
MC-0-3_GL0006882,3
gene_4289625,3
gene_3004594,3
gene_4374548,3
MC-6-2_GL0076621,3
gene_4094035,3
HF-S_11_GL0230089,3
gene_3946127,3
gene_3591631,3
gene_4354944,3
gene_4560390,3
gene_3461611,3
G1-1A_GL0101188,3
NZ_RAYW01000021.1_cds_WP_121699534.1_923,3
HF-S_9_GL0373904,3
NZ_CP021421.1_cds_WP_068960803.1_2103,3
gene_4149371,3
gene_508425,3
gene_4247199,3
gene_3754618,3
gene_4537127,3
gene_4320381,3
MC-6-1_GL0120122,3
Chow_3_GL0259931,3
gene_3566855,3
gene_4209538,3
gene_2138979,3
S-Fe14_GL0082991,3
gene_4209098,3
DSM22607_2_GL0274672,3
G1-1A_GL0045915,3
gene_2632838,3
Group2-6A_GL0060201,3
31_GL0093601,3
gene_187642,3
G1-1A_GL0024721,3
G1-1A_GL0057336,3
gene_3942298,3
36_GL0111468,3
7-1_GL0084807,3
MH-6-2_GL0102385,3
gene_3858161,3
gene_2047535,3
Food_13_GL0161517,3
MC-0-3_GL0069127,3
gene_3699276,3
4-1_GL0047736,3
gene_4499706,3
NZ_RAYT01000005.1_cds_WP_120466141.1_3628,3
S-Fe10_GL0119655,3
gene_4397917,3
4-6_GL0090249,3
Food_6_GL0242814,3
gene_4185392,3
gene_127636,3
gene_3196942,3
G1-1A_GL0015496,3
gene_3660420,3
gene_3826478,3
G1-1A_GL0045731,3
gene_4360913,3
MC-6-2_GL0002682,3
gene_802485,3
G1-1A_GL0045728,3
gene_4335139,3
HF-F_3_GL0052578,3
gene_3277380,3
S-Fe1_GL0066021,3
S-Fe10_GL0168036,3
gene_4067793,3
HF-S_8_GL0039632,3
gene_4533759,3
MC-0-3_GL0022752,3
G1-1A_GL0024747,3
MC-0-3_GL0088657,3
gene_1003416,3
G1-1A_GL0101230,3
NZ_NHTR01000003.1_cds_WP_065548053.1_4324,3
gene_3768660,3
gene_4130929,3
MC-6-4_GL0029714,3
gene_4416580,3
gene_3297059,3
NZ_RAYW01000028.1_cds_WP_121699813.1_1205,3
gene_2427691,3
25_GL0060044,3
gene_3805758,3
gene_3858699,3
gene_4322428,3
gene_3416200,3
gene_4404421,3
S-Fe11_GL0107442,3
gene_4551346,3
gene_3437844,3
Food_12_GL0067111,3
gene_3760475,3
gene_4477061,3
20_GL0057246,3
gene_3273712,3
MC-6-2_GL0022981,3
gene_4135872,3
G1-1A_GL0045908,3
gene_3734826,3
gene_4177208,3
gene_4379586,3
AF73-05_1_GL0279620,3
gene_3796808,3
gene_3119672,3
gene_4092302,3
gene_127615,3
NZ_NHMU01000002.1_cds_WP_065538005.1_1450,3
G1-1A_GL0108602,3
NZ_CP021421.1_cds_WP_068960836.1_2066,3
S-Fe11_GL0151923,3
AF73-05_10_GL0416867,3
gene_1859233,3
gene_1017941,3
gene_4298100,3
gene_327155,3
15_GL0098571,3
gene_2145976,3
gene_4094648,3
Chow_1_GL0036009,3
gene_1762090,3
gene_4468042,3
gene_3614688,3
gene_3129140,3
gene_2744876,3
gene_953402,3
1-1_GL0009091,3
S-Fe7_GL0284215,3
gene_4320044,3
G1-1A_GL0104915,3
gene_3818221,3
gene_4519955,3
S-Fe10_GL0038843,3
DSM22607_1_GL0097283,3
Chow_8_GL0178081,3
gene_4090576,3
MH-0-4_GL0074669,3
gene_1275433,3
gene_345468,3
gene_2916947,3
gene_3571129,3
