gene,donor_3_cecum
6-4_GL0053796,2
AF73-05_1_GL0008420,2
Food_14_GL0229772,2
G1-7A_GL0161830,2
Food_9_GL0009161,2
16_GL0029197,2
AF73-05_13_GL0084110,2
AF73-05_6_GL0264083,2
G1-1A_GL0023865,2
gene_3904004,2
6-2_GL0069575,2
25_GL0051023,2
gene_3860975,2
gene_3112611,2
NZ_KB822473.1_cds_WP_004054649.1_1268,2
1A-dyr2-07_GL0059422,2
gene_3751444,2
6-4_GL0078092,2
gene_2993588,2
HF-F_14_GL0477709,2
MH-6-4_GL0013055,2
5-2_GL0037836,2
gene_281223,2
14_GL0056613,2
AF73-05_10_GL0054581,2
1-1_GL0099289,2
AF73-05_11_GL0155445,2
gene_3485020,2
Chow_2_GL0222284,2
gene_3924393,2
gene_1944463,2
DSM22607_2_GL0103402,2
gene_3150062,2
gene_2246534,2
Chow_6_GL0103678,2
MC-6-3_GL0000358,2
HF-S_5_GL0255132,2
36_GL0013754,2
DSM22607_8_GL0303147,2
S-Fe10_GL0072779,2
NZ_RAYM01000022.1_cds_WP_120433987.1_374,2
gene_1474815,2
gene_4247799,2
gene_4568684,2
G1-5A_GL0038513,2
gene_1059967,2
2-4_GL0094944,2
Group2-4A_GL0002721,2
49_GL0014951,2
HF-F_14_GL0293731,2
Food_10_GL0124629,2
DSM22607_8_GL0230219,2
Food_11_GL0250338,2
HF-F_13_GL0281623,2
3_GL0066977,2
gene_1381425,2
Chow_5_GL0053117,2
7-6_GL0017639,2
Chow_1_GL0188165,2
gene_2675716,2
Food_13_GL0133362,2
35_GL0145899,2
MC-6-2_GL0018346,2
1-2_GL0056871,2
gene_410628,2
Chow_1_GL0105611,2
9_GL0058789,2
NZ_RAYO01000048.1_cds_WP_120396726.1_1959,2
gene_106423,2
12_GL0111473,2
S-Fe16_GL0107616,2
gene_4395687,2
MC-0-1_GL0055282,2
Chow_5_GL0085871,2
4-4_GL0004491,2
gene_4300652,2
NZ_KI535323.1_cds_WP_081707094.1_1226,2
gene_691355,2
AF73-05_1_GL0395392,2
gene_461176,2
3-5_GL0122195,2
gene_3456015,2
NZ_RAZK01000027.1_cds_WP_120484352.1_3020,2
gene_4596345,2
10_GL0026422,2
19_GL0081162,2
Group2-3A_GL0019904,2
Food_14_GL0154930,2
2A-dyr14-06_GL0025063,2
6-6_GL0068840,2
gene_4116639,2
gene_4440490,2
gene_4123906,2
AF73-05_10_GL0390001,2
AF73-05_10_GL0078060,2
S-Fe11_GL0152931,2
2B-dyr24-06_GL0044529,2
gene_1204451,2
OB-1_8_GL0303785,2
gene_3010237,2
16_GL0021473,2
gene_2713541,2
29_GL0155288,2
Food_6_GL0009054,2
MH-0-5_GL0073826,2
gene_2574958,2
8-5_GL0029547,2
HF-F_13_GL0240926,2
S-Fe4_GL0109813,2
gene_4472878,2
gene_856013,2
gene_3673914,2
Group2-6A_GL0145495,2
S-Fe1_GL0058153,2
gene_3555428,2
gene_3575811,2
MH-0-5_GL0028622,2
S-Fe6_GL0064161,2
Food_12_GL0058465,2
gene_3241310,2
3-3_GL0008668,2
gene_4152328,2
gene_2483800,2
gene_3967565,2
AF73-05_2_GL0179873,2
Chow_8_GL0086866,2
ERR1211980_Scaf145_3831,2
gene_2357836,2
S-Fe7_GL0175024,2
gene_2951316,2
34_GL0019622,2
1A-dyr2-07_GL0072651,2
1-6_GL0063624,2
43_GL0023470,2
S-Fe20_GL0019763,2
1-8_GL0054908,2
17_GL0130774,2
1-2_GL0005277,2
gene_4636942,2
Food_5_GL0169940,2
gene_2933131,2
Food_11_GL0075357,2
DSM22607_3_GL0428176,2
G1-1A_GL0007096,2
gene_4457965,2
1A-dyr2-07_GL0009676,2
gene_4174996,2
gene_2713599,2
MC-6-1_GL0012985,2
gene_633401,2
HF-S_7_GL0289176,2
HF-F_9_GL0328982,2
gene_1548323,2
gene_2397605,2
AF73-05_3_GL0132184,2
S-Fe6_GL0223572,2
gene_3120466,2
6-5_GL0066058,2
1-5_GL0068549,2
gene_3615487,2
AF73-05_1_GL0108654,2
DSM22607_8_GL0293501,2
gene_3353682,2
HF-S_14_GL0029445,2
gene_2271086,2
MH-6-3_GL0124831,2
1-1_GL0087192,2
gene_4378083,2
12_GL0011984,2
gene_3356886,2
gene_1502128,2
28_GL0063025,2
gene_266283,2
Chow_5_GL0065411,2
AF73-05_5_GL0210456,2
HF-F_9_GL0080411,2
DSM22607_2_GL0151436,2
gene_3268389,2
17_GL0056042,2
DSM22607_2_GL0081987,2
AF73-05_1_GL0251371,2
gene_3243916,2
2-3_GL0035383,2
AF73-05_2_GL0015201,2
Food_5_GL0237125,2
gene_4125573,2
gene_413139,2
G1-1A_GL0011164,2
gene_4391688,2
2A-dyr13-07_GL0040016,2
gene_4035183,2
gene_3314572,2
HF-S_3_GL0122537,2
1-6_GL0050747,2
gene_4346975,2
AF73-05_6_GL0115364,2
5-1_GL0008525,2
Food_5_GL0222970,2
AF73-05_11_GL0171615,2
MC-6-2_GL0064557,2
gene_1878541,2
S-Fe9_GL0257324,2
gene_4134866,2
gene_3690945,2
24_GL0057203,2
gene_3398167,2
S-Fe8_GL0018695,2
gene_1796624,2
8_GL0085305,2
HF-F_12_GL0045630,2
OB-1_9_GL0121565,2
Food_14_GL0051768,2
HF-S_14_GL0313789,2
Food_11_GL0009896,2
gene_3896798,2
HF-S_4_GL0270219,2
Chow_2_GL0075455,2
Food_13_GL0022995,2
AF73-05_3_GL0077119,2
gene_1218231,2
MC-6-1_GL0002903,2
Group2-1A_GL0051323,2
2A-dyr16-07_GL0073985,2
Food_14_GL0182743,2
S-Fe2_GL0046248,2
gene_4482080,2
gene_2667097,2
6_GL0051528,2
1A-dyr4-07_GL0074207,2
gene_2903780,2
Group2-8A_GL0135391,2
gene_3615483,2
Chow_7_GL0145133,2
gene_3062957,2
MC-6-5_GL0108362,2
20_GL0105666,2
gene_816261,2
HF-S_6_GL0034512,2
HF-S_6_GL0051362,2
HF-S_14_GL0274236,2
1-1_GL0113625,2
gene_4418343,2
5-1_GL0062715,2
AF73-05_2_GL0076960,2
Food_5_GL0238666,2
HF-S_14_GL0182874,2
gene_4095198,2
gene_2995166,2
6-7_GL0087048,2
gene_2203531,2
11_GL0064585,2
gene_1956415,2
S-Fe20_GL0116110,2
gene_4244317,2
MH-0-5_GL0024046,2
23_GL0129907,2
NZ_QZFS01000005.1_cds_7111,2
DSM22607_6_GL0120214,2
AF73-05_1_GL0167012,2
OB-1_13_GL0179882,2
Food_9_GL0419417,2
Food_8_GL0350709,2
MC-0-1_GL0086371,2
OB-1_12_GL0051597,2
6-6_GL0098083,2
MC-6-3_GL0026024,2
41_GL0065075,2
DSM22607_12_GL0181345,2
gene_3954865,2
S-Fe2_GL0217956,2
gene_4574288,2
gene_3273921,2
1A-dyr1-07_GL0032606,2
7-2_GL0066703,2
12_GL0073015,2
6-2_GL0070925,2
gene_4565136,2
MC-6-3_GL0103273,2
Chow_6_GL0288127,2
24_GL0084507,2
HF-F_1_GL0034064,2
1-3_GL0101749,2
gene_3225775,2
gene_1449949,2
gene_4315366,2
6-5_GL0033831,2
DSM22607_4_GL0385488,2
MH-6-5_GL0015910,2
Food_6_GL0072637,2
gene_4584794,2
AF73-05_11_GL0035266,2
2-2_GL0063107,2
gene_1301623,2
Group2-8A_GL0022862,2
10_GL0044273,2
AF73-05_2_GL0409712,2
14_GL0107322,2
gene_3685541,2
gene_2368763,2
AF73-05_4_GL0078695,2
S-Fe10_GL0168014,2
4-1_GL0030021,2
Chow_2_GL0036453,2
ERR1211980_Scaf34_2570,2
gene_4114472,2
gene_1248128,2
6-3_GL0037652,2
DSM22607_7_GL0272164,2
Chow_3_GL0066873,2
S-Fe4_GL0053572,2
8-1_GL0029419,2
G1-1A_GL0059779,2
S-Fe6_GL0110585,2
gene_1967010,2
gene_4452679,2
7-8_GL0001711,2
17_GL0128217,2
gene_4114312,2
7-8_GL0084803,2
17_GL0073396,2
HF-F_13_GL0409632,2
gene_4631654,2
gene_3812312,2
OB-1_3_GL0150542,2
Food_10_GL0103762,2
HF-S_4_GL0044097,2
Chow_2_GL0014255,2
NZ_RAZE01000033.1_cds_WP_120400764.1_2588,2
gene_4554735,2
gene_3567230,2
OB-1_7_GL0026367,2
DSM22607_9_GL0210120,2
NZ_RAYQ01000020.1_cds_1196,2
gene_4043141,2
gene_3863776,2
MH-6-3_GL0006843,2
gene_3847735,2
8-5_GL0017021,2
35_GL0109768,2
S-Fe20_GL0112809,2
DSM22607_8_GL0263815,2
7-7_GL0107387,2
Chow_1_GL0073890,2
gene_2698361,2
MH-6-4_GL0183454,2
Chow_4_GL0100970,2
DSM22607_9_GL0317200,2
2-1_GL0016239,2
MH-0-3_GL0033077,2
Food_6_GL0328901,2
4-1_GL0042671,2
gene_4490241,2
gene_2437999,2
MH-6-1_GL0132620,2
HF-F_6_GL0103090,2
6-7_GL0064556,2
2A-dyr13-07_GL0037929,2
7-5_GL0076127,2
DSM22607_2_GL0237524,2
Chow_7_GL0009458,2
AF73-05_14_GL0087786,2
13_GL0023549,2
gene_4061244,2
HF-F_2_GL0163925,2
G1-4A_GL0073989,2
MH-6-4_GL0003830,2
HF-F_6_GL0398588,2
gene_3386471,2
G1-7A_GL0025622,2
gene_3276764,2
MH-6-3_GL0096291,2
Food_12_GL0017898,2
G1-4A_GL0086009,2
1-1_GL0100113,2
S-Fe2_GL0209869,2
10_GL0085094,2
AF73-05_14_GL0131627,2
5_GL0125550,2
gene_4264628,2
NZ_QWMU01000044.1_cds_WP_004049752.1_1298,2
MC-6-2_GL0181504,2
AF73-05_1_GL0089821,2
OB-1_2_GL0136844,2
Food_11_GL0321273,2
Group2-7A_GL0072983,2
11_GL0091692,2
gene_2820266,2
gene_4312783,2
gene_4561412,2
gene_4501148,2
OB-1_11_GL0146135,2
Food_9_GL0103782,2
50_GL0027586,2
gene_2892181,2
S-Fe8_GL0050008,2
14_GL0009597,2
gene_2484449,2
HF-F_12_GL0057654,2
Chow_4_GL0267510,2
OB-1_1_GL0091269,2
S-Fe14_GL0097989,2
gene_1529910,2
3A-dyr30-06_GL0031726,2
gene_3878043,2
G1-7A_GL0039799,2
52_GL0012978,2
AF73-05_14_GL0351611,2
AF73-05_5_GL0254554,2
8-5_GL0055998,2
1-8_GL0000049,2
8-7_GL0062274,2
AF73-05_3_GL0135300,2
gene_3726050,2
gene_3382641,2
MC-6-3_GL0087722,2
AF73-05_2_GL0327915,2
NZ_RAYQ01000028.1_cds_WP_120471977.1_2122,2
G1-1A_GL0051449,2
Food_11_GL0219863,2
6-6_GL0127752,2
gene_4019476,2
S-Fe9_GL0123510,2
Chow_8_GL0136427,2
gene_4003849,2
Chow_7_GL0193753,2
HF-F_6_GL0299798,2
gene_600067,2
gene_418849,2
gene_2951371,2
15_GL0145206,2
gene_4586880,2
Food_1_GL0313882,2
NZ_RAYM01000011.1_cds_WP_120431649.1_2751,2
gene_3345739,2
AF73-05_9_GL0045993,2
gene_3595947,2
NZ_QZFS01000123.1_cds_WP_129183856.1_738,2
MH-0-5_GL0023393,2
HF-S_14_GL0299887,2
gene_1838315,2
S-Fe7_GL0104078,2
NZ_RAZK01000129.1_cds_WP_120486751.1_655,2
MH-0-4_GL0070095,2
HF-S_4_GL0359674,2
gene_2306802,2
23_GL0051426,2
ERR1211980_Scaf8_1175,2
Group2-4A_GL0096716,2
S-Fe7_GL0159522,2
12_GL0013306,2
gene_4332028,2
gene_4122600,2
G1-5A_GL0154854,2
S-Fe7_GL0158736,2
gene_3293227,2
Food_7_GL0057150,2
gene_3872303,2
Food_4_GL0251419,2
gene_4378808,2
gene_4193513,2
gene_2581885,2
Food_1_GL0061426,2
7-7_GL0100598,2
Chow_7_GL0171993,2
8-1_GL0013528,2
3-2_GL0074106,2
gene_4320019,2
HF-F_3_GL0193048,2
HF-S_1_GL0059331,2
gene_3415238,2
AF73-05_14_GL0012748,2
54_GL0003493,2
gene_114718,2
17_GL0003749,2
MC-6-2_GL0021425,2
gene_2886952,2
HF-F_14_GL0428145,2
gene_1657949,2
Food_14_GL0157800,2
2-7_GL0008567,2
Chow_1_GL0086093,2
NZ_QZFS01000032.1_cds_WP_129178896.1_4469,2
gene_3752137,2
Chow_3_GL0099162,2
20_GL0086710,2
gene_718304,2
OB-1_7_GL0002732,2
AF73-05_8_GL0384380,2
gene_2993630,2
gene_2408331,2
S-Fe12_GL0071549,2
19_GL0068098,2
2B-dyr23-07_GL0022757,2
gene_4056367,2
NZ_QWMU01000133.1_cds_WP_119448594.1_249,2
3-8_GL0003957,2
7-5_GL0123727,2
gene_4639255,2
26_GL0138191,2
MC-6-5_GL0053758,2
Food_14_GL0094564,2
4-1_GL0046307,2
19_GL0090483,2
6-2_GL0037239,2
G1-1A_GL0086603,2
S-Fe6_GL0225172,2
HF-F_14_GL0167466,2
gene_2836630,2
MH-6-2_GL0041549,2
NZ_KB822465.1_cds_WP_004079190.1_4050,2
21_GL0003127,2
G1-5A_GL0113853,2
gene_1073672,2
DSM22607_2_GL0163761,2
6-3_GL0031702,2
gene_4137728,2
AF73-05_2_GL0212689,2
Food_1_GL0074975,2
DSM22607_2_GL0034759,2
gene_1175501,2
DSM22607_13_GL0113894,2
AF73-05_6_GL0411903,2
HF-F_12_GL0105682,2
gene_2013043,2
Food_10_GL0180546,2
gene_4087806,2
8-3_GL0018399,2
AF73-05_4_GL0311996,2
gene_255701,2
2-1_GL0014491,2
G1-3A_GL0029075,2
G1-5A_GL0120182,2
gene_913171,2
HF-S_4_GL0254976,2
5-1_GL0077294,2
HF-S_3_GL0102699,2
AF73-05_4_GL0172693,2
gene_3824752,2
30_GL0094968,2
HF-S_11_GL0261119,2
gene_3653950,2
OB-1_1_GL0213585,2
G1-5A_GL0148321,2
G1-7A_GL0002311,2
S-Fe4_GL0087896,2
AF73-05_7_GL0322525,2
gene_4331834,2
4-1_GL0050049,2
gene_4208894,2
MH-0-5_GL0045205,2
1A-dyr2-07_GL0050582,2
Food_3_GL0138420,2
gene_2340715,2
gene_4281850,2
gene_1657439,2
gene_4361311,2
gene_1102453,2
gene_3742394,2
gene_792341,2
gene_1006533,2
gene_1339097,2
gene_1661586,2
S-Fe10_GL0003842,2
gene_3039563,2
41_GL0037135,2
S-Fe8_GL0055636,2
6-3_GL0046910,2
Food_10_GL0174652,2
S-Fe20_GL0155097,2
1-3_GL0005621,2
gene_4288274,2
gene_3025835,2
11_GL0145337,2
Food_10_GL0198344,2
gene_724095,2
gene_2399798,2
S-Fe11_GL0105764,2
5-8_GL0067736,2
Food_4_GL0091611,2
MC-6-3_GL0113352,2
gene_3888508,2
gene_4393990,2
gene_3247572,2
gene_4100796,2
gene_1106197,2
5-5_GL0119109,2
gene_3278708,2
gene_4041775,2
Chow_6_GL0088921,2
gene_4404134,2
13_GL0016280,2
gene_1176700,2
Group2-3A_GL0165548,2
DSM22607_12_GL0238450,2
gene_595222,2
7-8_GL0093751,2
1A-dyr1-07_GL0010992,2
gene_4539986,2
S-Fe9_GL0231881,2
gene_2990064,2
gene_3635848,2
OB-1_1_GL0366186,2
DSM22607_5_GL0019325,2
Food_7_GL0011400,2
OB-1_8_GL0148714,2
gene_837363,2
gene_4241518,2
MH-6-4_GL0047270,2
AF73-05_4_GL0434743,2
MH-0-5_GL0066535,2
Food_7_GL0017039,2
23_GL0001956,2
gene_4286346,2
gene_3535953,2
8-3_GL0106790,2
S-Fe3_GL0000002,2
DSM22607_10_GL0128069,2
MC-6-2_GL0063314,2
AF73-05_10_GL0342606,2
gene_664706,2
1-1_GL0011416,2
MC-0-3_GL0097394,2
S-Fe2_GL0122909,2
NZ_KB822504.1_cds_WP_040471246.1_5930,2
12_GL0075556,2
AF73-05_14_GL0087764,2
gene_4411043,2
S-Fe2_GL0203594,2
7-4_GL0116739,2
gene_4239606,2
gene_196830,2
Chow_8_GL0253198,2
5-8_GL0083854,2
gene_3683122,2
MH-6-5_GL0038056,2
Group2-3A_GL0124780,2
4-2_GL0114026,2
Food_10_GL0239123,2
gene_3426148,2
Food_6_GL0325308,2
52_GL0029640,2
22_GL0060962,2
55_GL0028917,2
HF-F_12_GL0139940,2
10_GL0024667,2
Group2-7A_GL0072308,2
Chow_2_GL0111013,2
OB-1_5_GL0150807,2
gene_3939585,2
6-5_GL0077066,2
Group2-2A_GL0115041,2
gene_892211,2
7-8_GL0150267,2
26_GL0123542,2
G1-5A_GL0120084,2
DSM22607_4_GL0075990,2
gene_3855118,2
8-1_GL0058307,2
18_GL0103905,2
MC-0-3_GL0067089,2
24_GL0007330,2
gene_2818433,2
Chow_5_GL0330496,2
gene_2465656,2
gene_272189,2
17_GL0088274,2
20_GL0166548,2
2-1_GL0123014,2
29_GL0043497,2
S-Fe6_GL0147722,2
gene_3550345,2
22_GL0064272,2
gene_2797708,2
NZ_OFSM01000001.1_cds_5297,2
gene_3891793,2
gene_622520,2
S-Fe20_GL0191739,2
gene_1392431,2
MC-0-3_GL0075268,2
NZ_QWMU01000009.1_cds_WP_076149821.1_2191,2
6_GL0107323,2
gene_1693697,2
Food_5_GL0352980,2
AF73-05_4_GL0109040,2
Food_11_GL0060640,2
ERR1211980_Scaf5_842,2
Chow_3_GL0064910,2
gene_4142230,2
16_GL0036262,2
HF-F_4_GL0097627,2
52_GL0012122,2
gene_4106568,2
S-Fe10_GL0075926,2
1_GL0008998,2
7-5_GL0115903,2
6-1_GL0048239,2
gene_4161823,2
S-Fe10_GL0098581,2
DSM22607_4_GL0316987,2
gene_3476057,2
NZ_CP021422.1_cds_WP_066533964.1_1448,2
gene_778354,2
ERR1211980_Scaf2_451,2
7-5_GL0010979,2
gene_1831877,2
gene_3857268,2
17_GL0012039,2
HF-F_4_GL0094217,2
Chow_3_GL0178124,2
23_GL0020330,2
HF-F_1_GL0200583,2
24_GL0091817,2
10_GL0048139,2
2-7_GL0044132,2
MC-6-4_GL0067266,2
gene_3202524,2
HF-F_6_GL0388927,2
MH-6-2_GL0039901,2
29_GL0021740,2
gene_4003825,2
HF-F_9_GL0159868,2
4-8_GL0044856,2
NZ_QZFS01000028.1_cds_WP_129178680.1_3765,2
Food_10_GL0168825,2
gene_3018522,2
6-3_GL0109997,2
gene_3460245,2
DSM22607_6_GL0173523,2
1_GL0022764,2
Food_8_GL0209891,2
gene_2442431,2
S-Fe11_GL0028907,2
Food_3_GL0022234,2
OB-1_9_GL0093368,2
MH-0-3_GL0011839,2
AF73-05_11_GL0162660,2
gene_4632830,2
1A-dyr3-07_GL0043663,2
Chow_5_GL0343972,2
gene_3167436,2
2A-dyr16-07_GL0089734,2
30_GL0008516,2
26_GL0074316,2
40_GL0008170,2
Food_9_GL0187752,2
gene_2908104,2
gene_3357219,2
G1-3A_GL0065007,2
OB-1_2_GL0083836,2
18_GL0055274,2
S-Fe9_GL0196166,2
7-7_GL0070620,2
3-8_GL0047155,2
2-1_GL0107039,2
gene_3708080,2
Chow_4_GL0143222,2
NZ_NHMQ01000001.1_cds_WP_065535501.1_213,2
OB-1_1_GL0109229,2
6-2_GL0018940,2
gene_2411046,2
MH-0-5_GL0094422,2
gene_600070,2
Food_7_GL0142238,2
gene_3998275,2
G1-5A_GL0136955,2
gene_4479320,2
gene_3299748,2
7-3_GL0051951,2
AF73-05_4_GL0082485,2
gene_4378027,2
Chow_8_GL0001526,2
Food_5_GL0193495,2
Food_6_GL0279723,2
DSM22607_2_GL0211991,2
6-7_GL0017885,2
42_GL0102842,2
gene_4416993,2
7-5_GL0028928,2
gene_1996123,2
S-Fe16_GL0053281,2
gene_2885897,2
Chow_1_GL0173839,2
DSM22607_5_GL0253656,2
Chow_7_GL0242981,2
gene_3887800,2
gene_4580087,2
Chow_8_GL0056814,2
Group2-6A_GL0054518,2
Food_10_GL0046896,2
AF73-05_13_GL0122033,2
HF-F_14_GL0181982,2
NZ_QWMU01000015.1_cds_WP_119448181.1_371,2
HF-S_6_GL0048784,2
gene_4057913,2
1-1_GL0044235,2
Food_11_GL0197824,2
gene_3212339,2
G1-6A_GL0024842,2
gene_3648226,2
3-1_GL0055035,2
gene_4133586,2
MC-6-1_GL0041135,2
Food_5_GL0330212,2
S-Fe12_GL0174843,2
Chow_5_GL0008267,2
G1-1A_GL0023819,2
gene_4556038,2
gene_4121689,2
Group2-3A_GL0089939,2
gene_3726121,2
48_GL0133407,2
8-1_GL0100605,2
8-1_GL0077344,2
Food_1_GL0087316,2
1-4_GL0020371,2
5-7_GL0068470,2
AF73-05_11_GL0288808,2
gene_3970121,2
gene_4123337,2
12_GL0014766,2
S-Fe14_GL0060765,2
Group2-6A_GL0056889,2
24_GL0090331,2
MC-6-2_GL0105401,2
30_GL0084045,2
gene_3932992,2
2-1_GL0067028,2
HF-F_7_GL0324420,2
gene_3277950,2
NZ_RAYM01000055.1_cds_WP_120436887.1_2988,2
AF73-05_11_GL0214880,2
Group2-3A_GL0034044,2
6-6_GL0021612,2
Chow_3_GL0089746,2
14_GL0117233,2
7-5_GL0182834,2
gene_3743527,2
gene_4490835,2
Chow_5_GL0057078,2
AF73-05_7_GL0124600,2
2-1_GL0011444,2
gene_3451092,2
2-2_GL0062217,2
gene_3836319,2
DSM22607_1_GL0024313,2
gene_2195203,2
NZ_RAZF01000002.1_cds_WP_120426162.1_1659,2
DSM22607_1_GL0152913,2
Food_7_GL0020554,2
HF-S_2_GL0069592,2
Food_10_GL0099991,2
23_GL0017669,2
gene_3081314,2
gene_2746889,2
gene_2966096,2
NZ_RAYY01000001.1_cds_WP_120418907.1_1347,2
S-Fe8_GL0170991,2
4-1_GL0006788,2
Chow_5_GL0158254,2
gene_3902484,2
gene_4541436,2
gene_4300130,2
5-2_GL0065923,2
gene_4361316,2
DSM22607_4_GL0299020,2
gene_4204042,2
1-4_GL0088576,2
AF73-05_2_GL0091560,2
1-3_GL0005800,2
NZ_KI535333.1_cds_WP_023347801.1_2207,2
27_GL0036869,2
52_GL0023311,2
OB-1_12_GL0249807,2
MC-6-4_GL0080014,2
Food_10_GL0258536,2
gene_3059119,2
22_GL0118258,2
gene_4274149,2
gene_4168116,2
gene_4241001,2
HF-S_9_GL0060392,2
gene_3052687,2
HF-F_2_GL0325126,2
AF73-05_7_GL0353932,2
S-Fe12_GL0043472,2
MH-0-5_GL0011089,2
gene_3655169,2
8-6_GL0065415,2
S-Fe7_GL0212674,2
MC-6-5_GL0121086,2
HF-F_9_GL0153096,2
OB-1_7_GL0000159,2
gene_3103085,2
Group2-7A_GL0015930,2
45_GL0064795,2
Food_11_GL0102126,2
DSM22607_11_GL0105638,2
2_GL0029852,2
Food_5_GL0284470,2
gene_3815934,2
HF-S_5_GL0048176,2
gene_3716807,2
gene_1217470,2
1-5_GL0052175,2
35_GL0105706,2
5-7_GL0011189,2
gene_4386035,2
1-1_GL0096024,2
11_GL0062553,2
OB-1_8_GL0144478,2
12_GL0093426,2
DSM22607_12_GL0215057,2
gene_4566806,2
Group2-4A_GL0049334,2
gene_3037334,2
gene_2531138,2
22_GL0000593,2
Group2-4A_GL0008719,2
DSM22607_1_GL0249632,2
gene_2675988,2
NZ_QWMU01000053.1_cds_WP_004048775.1_1540,2
gene_4557728,2
Food_5_GL0044928,2
19_GL0053657,2
Food_8_GL0230452,2
Chow_7_GL0221089,2
S-Fe8_GL0081366,2
gene_1370486,2
AF73-05_7_GL0209044,2
7-3_GL0046915,2
6-1_GL0069741,2
Food_8_GL0271676,2
Chow_2_GL0146042,2
gene_2256583,2
Food_10_GL0089350,2
4-7_GL0134621,2
gene_282076,2
Group2-3A_GL0006552,2
gene_3156101,2
DSM22607_11_GL0240812,2
2-2_GL0075029,2
Chow_1_GL0221282,2
53_GL0056934,2
26_GL0083135,2
gene_1460195,2
gene_659368,2
18_GL0119642,2
gene_2724244,2
20_GL0000802,2
AF73-05_8_GL0082458,2
HF-F_2_GL0008470,2
gene_1387413,2
HF-S_12_GL0077054,2
gene_3562461,2
S-Fe7_GL0258181,2
gene_2595400,2
HF-F_11_GL0055012,2
gene_3086069,2
DSM22607_6_GL0097742,2
gene_1416948,2
NZ_KB822445.1_cds_WP_004072119.1_1801,2
DSM22607_2_GL0090151,2
MC-6-5_GL0125802,2
DSM22607_8_GL0155186,2
gene_3064130,2
gene_3673620,2
G1-1A_GL0026146,2
1-4_GL0003936,2
gene_2356501,2
AF73-05_3_GL0133220,2
7-8_GL0043720,2
gene_3959283,2
20_GL0075027,2
Food_5_GL0022217,2
8-5_GL0086787,2
gene_4607445,2
AF73-05_8_GL0414685,2
Chow_3_GL0148058,2
gene_3426965,2
gene_3491916,2
gene_1136923,2
gene_2857736,2
3_GL0035170,2
40_GL0039252,2
NZ_RAYE01000007.1_cds_WP_120440811.1_4483,2
Group2-3A_GL0096839,2
gene_2628232,2
gene_4170263,2
HF-F_1_GL0215765,2
gene_4170111,2
DSM22607_1_GL0204082,2
5-2_GL0053725,2
DSM22607_5_GL0242238,2
G1-4A_GL0022731,2
1-1_GL0134371,2
gene_2856092,2
NZ_RAYY01000008.1_cds_WP_120421287.1_5213,2
gene_2179598,2
HF-F_5_GL0147252,2
gene_3416785,2
gene_2775961,2
HF-F_3_GL0096537,2
gene_2020745,2
gene_4548698,2
DSM22607_9_GL0058215,2
1-5_GL0056666,2
OB-1_4_GL0445175,2
S-Fe13_GL0076190,2
14_GL0076575,2
gene_2337233,2
gene_4098764,2
17_GL0160587,2
NZ_RAYM01000005.1_cds_WP_120431280.1_1313,2
gene_3618626,2
gene_3434928,2
S-Fe8_GL0238952,2
S-Fe10_GL0097897,2
gene_3888283,2
Group2-1A_GL0067054,2
8-5_GL0024580,2
HF-S_2_GL0169483,2
gene_4032954,2
MH-6-1_GL0034889,2
MC-6-1_GL0085555,2
5-6_GL0059194,2
gene_2546075,2
gene_3950679,2
gene_908418,2
gene_4593052,2
gene_4390639,2
gene_4177112,2
gene_418858,2
31_GL0008314,2
AF73-05_7_GL0327844,2
gene_3354036,2
12_GL0138398,2
HF-S_11_GL0283101,2
MH-6-5_GL0084113,2
5-7_GL0101068,2
Chow_8_GL0236895,2
gene_1628033,2
NZ_KI535318.1_cds_WP_023346441.1_807,2
gene_629897,2
Food_9_GL0419269,2
S-Fe7_GL0107222,2
MH-6-2_GL0087087,2
MH-6-5_GL0145603,2
HF-S_6_GL0184449,2
2-2_GL0109689,2
gene_3585330,2
gene_3496055,2
gene_4367590,2
gene_856411,2
gene_2367783,2
S-Fe10_GL0119644,2
24_GL0091312,2
OB-1_8_GL0269395,2
NZ_RAZE01000034.1_cds_WP_120400799.1_2610,2
Food_5_GL0216783,2
9_GL0080160,2
5-2_GL0009267,2
4-7_GL0028960,2
3-2_GL0029636,2
OB-1_8_GL0006037,2
Food_9_GL0276936,2
HF-S_11_GL0138118,2
gene_4230842,2
4_GL0047162,2
gene_4207244,2
10_GL0003584,2
13_GL0023188,2
DSM22607_5_GL0089672,2
S-Fe2_GL0069714,2
gene_3999113,2
Chow_4_GL0305799,2
4-3_GL0057797,2
gene_1121705,2
G1-1A_GL0048317,2
AF73-05_7_GL0024377,2
OB-1_11_GL0083569,2
4-8_GL0057465,2
45_GL0013379,2
Chow_4_GL0104190,2
gene_266263,2
gene_353581,2
gene_261328,2
ERR1211980_Scaf47_2945,2
Food_4_GL0164619,2
gene_1873907,2
Group2-7A_GL0054064,2
31_GL0027516,2
S-Fe20_GL0075638,2
gene_3565928,2
gene_4365809,2
gene_3663214,2
gene_4135978,2
AF73-05_1_GL0083930,2
gene_3638693,2
OB-1_9_GL0115045,2
8-4_GL0059588,2
Chow_7_GL0186074,2
MC-6-4_GL0074965,2
7-5_GL0136439,2
Food_9_GL0209173,2
6-5_GL0030277,2
S-Fe3_GL0000351,2
MH-6-4_GL0156904,2
gene_2898582,2
2-3_GL0096849,2
